CensusTract,TotalPopulation,Ozone,PM25,DieselPM,DrinkingWater,Lead,ToxRelease,Traffic,GroundwaterThreats,HazWaste,ImpWaterBodies,SolidWaste,Education,LinguisticIsolation,Poverty,Unemployment,Asthma
408,5439,0.038,8.846946085,0.339,289.69,43.18,100.0258993,627.1892495,79.55,1.85,3.0,0.0,6.0,9.3,19.1,4.5,48.09
409,7126,0.028,8.493280318,0.245,307.17,75.86,311.8639984,1729.54492,37.15,0.0,0.0,0.0,10.7,11.2,16.6,8.0,56.1
410,4469,0.034,8.706342015,0.095,185.81,66.47,685.8186646,682.8815659,2.2,0.0,0.0,0.0,49.3,33.0,47.7,1.1,104.45
412,5590,0.033,8.695522784,0.219,191.73,78.68,514.3206685,427.8297758,45.3,0.1,1.0,0.0,21.4,16.4,33.8,5.4,81.51
414,6459,0.038,8.372689994,0.321,255.8,53.72,118.6682358,2461.071085,28.0,0.345,3.0,0.4,8.4,15.6,19.1,5.1,29.3
415,4911,0.04,8.522700308,0.118,289.69,46.6,69.62720237,1502.785017,11.45,0.025,3.0,1.0,31.3,32.4,39.9,7.3,46.33
416,2852,0.031,8.598536757,0.649,108.41,57.2,552.5800069,1718.858114,20.7,0.0,2.0,0.0,9.0,9.3,25.9,7.3,76.51
417,6985,0.032,7.446471093,0.211,147.72,52.96,0.006289833,1547.600201,106.3,0.15,4.0,9.0,15.7,6.7,34.2,8.3,44.78
419,5029,0.036,10.06236997,0.132,394.03,68.18,630.9566548,1076.694787,7.5,0.0,0.0,0.0,20.4,8.7,32.7,9.4,48.15
420,5929,0.04,8.64388293,0.234,289.69,81.9,72.18813327,1565.524691,3.0,0.0,1.0,0.0,35.0,17.5,32.5,6.5,55.75
421,5359,0.034,8.732159198,0.227,108.41,66.61,482.9763184,773.1136642,32.5,0.0,0.0,0.0,15.0,8.8,31.2,8.8,61.37
423,2917,0.029,8.605586595,0.287,254.87,27.74,259.4869944,2097.966906,20.2,0.01,9.0,1.0,4.0,7.8,19.3,2.1,60.96
424,7594,0.028,8.541729257,0.408,381.49,79.49,326.4099986,1755.557849,5.0,0.0,0.0,0.0,19.3,15.6,22.5,7.7,51.73
425,6567,0.037,8.775144079,0.295,252.41,22.85,2378.533366,1617.967953,49.4,0.825,2.0,5.0,9.1,1.6,14.8,2.7,58.44
426,4262,0.031,7.250715195,0.222,147.72,59.23,0.005087367,708.6600838,52.8,0.05,4.0,0.0,26.5,15.9,39.6,8.5,72.77
427,7104,0.038,8.444213033,0.393,255.75,30.72,128.8483327,2454.166848,43.0,0.91,3.0,13.25,12.2,22.8,21.8,3.6,23.76
428,3658,0.039,8.636708012,0.323,289.69,72.05,79.46909967,1059.52953,2.0,0.0,0.0,0.0,27.6,26.6,28.3,6.8,58.38
429,1676,0.04,8.812921984,0.219,278.51,17.34,863.0339967,1574.50455,3.0,0.0,0.0,0.7,15.8,6.5,15.8,11.7,135.71
430,3666,0.03,8.977029949,0.611,108.41,43.9,1988.359721,1586.480249,11.25,0.05,11.0,0.3,15.3,15.1,37.1,5.0,42.47
431,7186,0.04,8.675988777,0.41,377.19,50.32,67.36480077,3037.000936,2.5,0.0,3.0,0.0,29.8,29.8,29.4,4.6,35.96
432,3145,0.043,7.776611638,0.17,264.62,44.95,371.7603353,1087.054547,5.0,0.01,4.0,2.0,11.0,3.4,28.7,6.5,88.32
433,8974,0.041,8.38235311,0.019,274.86,27.37,587.8796692,624.3785168,42.2,0.025,3.0,8.4,9.8,3.4,18.9,5.8,134.83
435,3292,0.028,9.409199301,0.283,108.41,59.77,656.4439901,1720.806205,18.8,0.0,11.0,0.0,14.4,6.9,29.4,6.2,48.27
436,7352,0.031,7.439716716,0.078,714.66,48.67,28.7247346,1025.608626,39.25,0.11,9.0,8.0,14.5,2.1,37.2,6.7,29.61
437,5968,0.038,9.069671902,0.371,289.69,37.86,97.79419963,1312.396867,105.15,2.735,3.0,0.2,15.5,4.8,17.1,5.1,44.32
438,5019,0.032,8.879945329,0.358,108.41,51.25,917.1716714,2975.739255,1.5,0.0,10.0,0.0,9.7,6.3,18.2,5.4,49.81
439,6399,0.028,8.520885828,0.506,257.97,66.49,512.4446513,629.4121916,22.95,0.375,0.0,3.0,19.0,13.6,25.8,3.2,63.3
440,4831,0.037,8.369069304,0.259,426.15,47.88,136.2816646,1319.676596,40.85,0.4,2.0,0.0,12.2,9.0,25.6,4.9,23.81
441,5856,0.035,8.499577,0.255,203.34,29.03,266.0556691,965.0153494,62.75,0.26,2.0,0.0,10.5,7.5,11.4,2.6,59.44
442,3164,0.029,9.142082364,0.982,108.41,45.17,1463.5873,2220.417778,60.6,2.375,12.0,1.0,2.5,18.6,42.1,4.2,26.68
444,5655,0.038,8.82756888,0.102,252.41,79.07,1420.229696,1052.658754,33.5,2.0,0.0,0.0,11.9,5.2,27.6,9.8,56.22
445,4151,0.028,9.303578087,0.199,108.41,71.96,961.8546957,1005.646116,21.45,0.15,10.0,0.0,9.7,4.0,38.4,4.3,55.68
446,4278,0.04,8.835373744,0.111,441.26,50.55,71.19093193,1584.22377,0.0,0.0,0.0,0.0,42.9,15.8,36.8,8.3,57.49
447,2795,0.029,9.209329519,0.234,108.41,79.35,629.3339844,1498.502438,23.75,0.0,1.0,0.0,23.0,14.2,46.3,6.1,73.44
448,5803,0.031,7.449444977,0.282,179.02,49.43,0.0053294,1319.048496,151.0,0.0,4.0,1.5,18.4,8.0,30.5,6.6,54.24
449,3573,0.028,8.624771707,1.112,257.97,62.93,485.2809957,2043.750636,20.35,0.52,14.0,4.25,4.5,3.4,15.4,2.8,64.8
450,5183,0.03,8.545663403,0.075,108.41,84.08,579.1916606,238.789824,15.55,0.0,0.0,0.0,34.6,5.7,49.4,9.3,141.18
452,10617,0.037,8.391030424,0.388,370.41,32.91,194.2741369,2102.545161,38.2,1.75,4.0,4.2,10.9,10.5,20.7,3.9,17.05
453,3488,0.028,8.646147466,0.135,257.97,93.4,406.0793254,158.6865848,2.5,0.125,0.0,0.0,31.9,16.5,60.2,13.2,61.12
454,7100,0.031,8.036974325,0.221,400.53,81.48,87.89366657,729.142636,58.25,0.225,0.0,0.0,22.0,18.7,47.6,2.5,34.94
455,7251,0.028,8.611531719,0.208,257.97,75.49,401.7816671,695.437836,0.2,0.05,0.0,2.0,17.8,14.6,25.0,7.5,52.42
456,5252,0.027,9.589680531,0.424,108.41,53.67,712.6243286,2185.724034,71.75,0.345,2.0,0.0,6.8,3.7,28.2,4.9,45.7
457,5363,0.033,7.071389831,0.028,715.35,25.26,0.02022095,798.7742524,9.5,0.375,4.0,13.75,14.7,5.9,27.9,7.2,37.31
460,3515,0.028,8.661292069,0.519,257.97,78.43,371.1233368,2281.270723,0.2,0.1,0.0,2.0,22.4,20.5,29.6,5.5,53.52
461,3525,0.028,8.660772738,2.267,257.97,61.23,583.3640137,1123.806221,7.0,0.82,0.0,0.0,18.2,17.9,55.8,7.3,40.8
462,3621,0.035,8.992070461,0.186,621.02,37.91,1108.985331,452.2788364,2.7,0.0,0.0,0.0,7.1,5.4,28.1,16.2,62.92
463,4455,0.03,8.74258726,0.164,108.41,76.24,580.9329935,436.518302,21.65,0.0,0.0,0.0,10.5,1.2,32.9,7.9,187.34
464,1768,0.028,8.726242016,1.21,257.97,51.73,623.9186605,589.8722025,13.4,2.685,10.0,0.0,25.2,22.9,32.0,4.2,49.93
465,4495,0.038,9.160349456,0.213,289.69,34.06,92.79713187,353.1317156,73.7,0.0,3.0,0.0,14.4,17.4,32.1,4.9,61.38
466,6086,0.042,7.824656293,0.175,264.62,48.4,434.7503459,1362.627635,10.3,0.1,4.0,0.5,7.7,1.2,39.2,8.2,77.03
467,2782,0.03,8.956419976,0.546,108.41,67.29,1754.39268,1698.393573,6.0,0.125,2.0,0.0,20.8,10.3,41.1,2.5,63.8
468,7025,0.029,8.329548647,0.158,339.52,70.15,298.4603373,873.4401277,22.0,0.0,0.0,9.0,10.2,8.9,13.7,8.0,54.32
469,7120,0.036,8.358561701,0.33,387.25,34.89,118.4655329,2493.230665,23.4,1.485,1.0,0.0,11.8,5.5,20.7,2.7,38.37
470,3812,0.038,8.36734427,0.394,255.76,54.08,139.1393306,1363.793324,20.5,0.475,0.0,1.0,20.9,22.2,16.5,4.8,23.36
471,4178,0.04,8.494951593,0.282,297.61,46.0,636.3810018,714.0402899,4.2,0.0,5.0,0.0,10.4,3.4,35.1,8.4,108.04
472,5307,0.028,8.591138386,1.473,257.97,65.81,453.3810018,2193.179682,3.4,0.0,9.0,1.4,19.0,13.6,16.3,3.6,60.12
473,5067,0.031,8.004574358,0.235,602.88,64.73,118.1220678,1857.747564,50.3,0.025,5.0,1.25,11.6,4.0,31.6,5.7,41.03
475,4658,0.04,8.768682185,0.285,439.71,46.53,70.3703664,3469.802729,2.3,0.0,3.0,0.0,28.8,30.1,14.2,6.8,39.81
477,6634,0.039,8.787448701,0.534,289.69,62.84,77.36453373,2027.8443,4.25,0.01,1.0,0.0,30.8,18.4,23.4,11.9,52.18
478,4451,0.035,6.61520075,0.309,524.09,53.24,0.22274085,1072.391842,58.0,2.0,6.0,0.0,9.4,11.3,27.0,6.6,36.23
479,7225,0.038,8.479692593,0.296,565.51,53.99,110.0056661,652.4660053,60.85,0.285,0.0,0.0,10.6,3.6,45.6,6.3,28.12
480,4983,0.043,8.433413199,0.147,549.88,21.54,165.3693288,1578.301872,18.95,0.175,0.0,0.0,12.3,4.3,19.4,4.8,59.94
481,7531,0.043,8.750165907,0.1,301.33,31.72,248.2683258,1148.654774,0.0,0.0,0.0,0.0,12.3,7.0,23.1,5.3,93.95
482,3158,0.032,7.497004252,0.453,147.72,55.5,0.007143833,1876.437603,100.6,0.51,4.0,2.5,12.4,9.4,28.3,3.1,40.11
483,1756,0.032,7.579305938,0.307,147.72,60.15,0.0064831,1618.707757,74.45,0.05,4.0,1.35,9.2,7.1,43.3,5.5,47.2
484,4679,0.037,8.534135413,0.541,428.22,46.04,107.2753678,578.8747753,72.0,1.16,0.0,0.0,6.5,11.1,35.8,4.0,32.0
485,4005,0.042,7.206238147,0.341,571.21,27.98,18.87173333,1699.232799,0.2,0.65,3.0,3.5,15.7,4.4,14.4,3.6,38.04
487,3931,0.037,8.718851441,0.086,483.22,52.99,3271.463338,857.6299433,23.25,0.285,13.0,0.8,4.7,3.6,17.8,2.2,58.43
488,3856,0.041,8.287269975,0.052,496.86,11.84,600.0169881,697.6249904,12.75,5.1,4.0,0.0,10.1,4.5,21.9,3.4,86.19
490,8069,0.036,8.535981743,0.588,203.34,64.59,135.2443339,2095.82966,38.75,0.0,1.0,0.0,11.2,17.3,15.4,1.6,43.73
491,3106,0.029,8.690587001,0.24,295.43,85.88,282.3243408,3644.663199,7.5,0.0,11.0,0.3,18.1,6.0,21.7,3.0,49.47
492,4266,0.037,8.359074555,0.326,428.22,57.82,122.5149968,1381.652585,52.7,0.485,2.0,0.0,10.9,10.2,17.7,3.0,26.51
493,6198,0.028,8.570159658,0.712,282.36,71.16,340.706665,2072.168806,2.5,0.025,0.0,0.0,20.3,23.1,25.4,5.2,31.05
494,6253,0.04,9.033810417,0.134,289.69,86.5,74.68973033,1022.327414,5.0,0.0,1.0,0.0,37.7,14.8,27.4,6.3,71.58
495,4821,0.039,8.47698569,0.558,283.66,49.39,119.4567006,1853.122192,67.0,0.2,0.0,0.0,19.3,22.3,19.2,7.3,24.24
496,7601,0.042,7.84979925,0.06,652.99,35.01,362.2313385,400.3206111,3.5,0.0,4.0,1.0,21.2,8.5,34.8,3.8,88.32
497,2605,0.028,8.592444288,1.121,257.97,67.66,500.5073446,564.0263943,29.05,0.12,0.0,1.7,12.7,6.7,28.8,5.0,64.8
498,7820,0.038,8.550499684,0.178,289.69,59.99,98.6276652,1478.421168,19.0,0.15,1.0,0.0,27.0,9.9,31.1,1.3,32.74
500,6000,0.038,8.660806275,0.476,508.94,30.77,106.6349996,1425.010586,53.85,1.13,0.0,0.0,6.7,4.7,33.1,3.5,30.97
501,9218,0.043,8.685486736,0.17,472.5,30.8,222.3666026,444.0847182,8.5,0.0,10.0,0.0,7.2,2.4,17.4,5.4,54.35
503,5618,0.039,8.921240743,0.228,289.69,44.78,74.77153267,1090.015857,2.0,0.6,3.0,0.0,29.2,23.7,32.8,5.1,50.41
504,6735,0.04,8.880436544,0.151,289.69,60.18,73.87879947,1305.376999,3.0,0.0,1.0,0.0,33.0,11.7,35.7,11.8,65.89
505,2670,0.034,8.96469607,0.205,297.4,12.07,842.3660074,906.553167,1.5,0.0,7.0,0.0,10.3,5.8,27.8,3.1,199.35
506,3308,0.041,7.999113111,0.132,644.2,40.78,31.5819003,788.3769432,6.0,13.575,3.0,0.0,5.7,1.8,15.5,9.8,42.14
508,3517,0.034,8.337555646,0.519,529.49,28.71,83.40213267,2386.472485,131.6,0.51,4.0,0.0,14.0,4.8,18.5,2.0,19.76
509,4119,0.036,8.424007446,0.085,358.26,73.05,413.032664,1060.785737,30.4,0.0,0.0,0.0,12.9,8.1,25.5,7.7,82.8
510,5209,0.039,8.430338315,0.236,255.8,64.45,107.8479004,1589.392456,1.5,0.25,0.0,0.1,16.5,13.7,22.3,3.7,29.3
511,5182,0.042,7.959864129,0.196,290.24,35.49,448.5416667,3395.213247,6.5,0.025,4.0,0.0,10.2,3.2,25.4,4.5,64.18
512,5937,0.036,8.902864555,0.469,285.05,48.09,838.3069864,2169.04963,14.4,0.51,1.0,0.0,4.9,8.7,27.3,6.1,27.87
513,4723,0.031,8.733402579,0.087,108.41,72.61,566.5803325,418.5121439,8.75,0.0,10.0,0.0,19.7,13.3,17.7,5.6,69.09
515,2789,0.027,9.359322952,0.838,108.41,18.12,917.4869793,532.9581718,285.2,6.355,10.0,0.2,3.0,2.9,10.7,3.2,119.2
516,2772,0.036,9.857850303,0.117,394.03,80.67,702.6663412,364.7678549,40.6,0.0,2.0,1.2,14.5,13.0,33.8,0.0,43.69
517,5117,0.028,8.592444288,1.073,257.97,71.57,510.4433187,622.1865886,36.35,0.31,0.0,0.6,14.5,8.0,23.4,9.3,64.8
518,5536,0.038,8.376663902,0.291,255.8,22.01,114.8274994,1214.149103,13.0,0.73,0.0,0.0,10.2,16.5,13.5,7.3,29.3
520,4809,0.028,8.591138386,0.355,257.97,64.15,436.2500102,313.3931879,0.75,0.05,9.0,0.9,14.5,12.6,12.0,4.4,67.98
521,4951,0.039,8.384310485,0.437,255.8,41.85,105.5382334,1378.072419,1.8,0.11,0.0,0.5,16.1,13.7,20.1,5.2,29.3
522,6762,0.043,8.345682189,0.119,463.84,72.88,125.1231333,563.0774871,94.0,0.7,3.0,0.0,19.0,7.0,24.2,5.8,29.67
523,6834,0.035,8.544834773,0.591,203.34,10.27,163.0783284,2013.531144,82.9,6.1,3.0,10.0,4.6,9.9,6.5,4.2,30.19
524,5565,0.038,8.613136642,0.354,289.69,82.75,109.3607305,2297.600341,12.2,0.025,0.0,0.0,17.2,10.2,28.9,7.2,36.58
525,5188,0.028,9.581723377,0.31,108.41,68.42,672.0033467,1759.228752,34.8,0.0,11.0,0.0,7.3,10.6,27.2,4.8,49.38
526,7024,0.031,6.784652166,0.105,818.03,29.87,0.00486055,715.1135657,17.35,0.1,6.0,2.95,7.6,4.7,19.8,4.8,48.65
527,3587,0.034,8.746799245,0.215,109.42,71.47,479.0069987,2143.081213,9.75,0.0,1.0,0.0,13.7,3.3,21.3,4.2,48.99
529,2982,0.036,8.496400847,0.126,880.77,18.8,337.2783356,1126.065647,4.0,0.0,3.0,2.0,4.9,1.0,24.4,6.0,47.76
530,3981,0.035,9.078655882,0.048,297.4,77.11,1157.008992,414.0038811,14.8,0.0,1.0,0.0,12.5,6.4,35.4,8.3,83.11
531,4782,0.042,6.496720504,0.074,779.77,44.92,3.51889,827.5425694,11.5,0.0,6.0,9.5,23.3,11.1,26.3,3.7,42.13
532,3259,0.041,7.835444942,0.343,427.32,34.55,29.66156643,1716.80666,1.5,0.55,3.0,0.0,17.8,8.4,28.2,9.7,33.39
533,6784,0.035,9.04989911,0.133,297.4,23.94,1417.64803,2009.880375,15.0,0.025,2.0,0.0,9.0,3.8,16.6,3.8,83.11
534,6617,0.036,8.323350274,0.807,387.25,22.93,102.5360006,3160.360783,53.05,1.035,0.0,0.0,6.4,11.7,11.6,2.1,36.83
535,4443,0.03,8.415406028,0.259,108.41,72.21,588.6529846,439.5552406,41.4,0.0,2.0,0.0,8.7,9.0,25.1,4.5,76.47
536,2853,0.039,8.778459598,0.439,289.69,23.18,88.46569827,2626.587639,3.4,0.21,1.0,0.0,24.5,23.9,28.7,4.4,36.42
537,3573,0.04,8.517997752,0.349,383.09,35.05,60.66593297,2497.647264,2.0,0.0,3.0,0.0,23.1,20.6,24.2,4.3,46.54
538,3739,0.031,8.541589611,0.208,108.41,74.41,556.9966634,1537.415242,38.3,0.0,2.0,0.0,6.7,2.1,16.1,6.7,76.2
539,4897,0.036,8.543165609,0.086,817.43,34.61,393.7313232,1009.39534,6.0,0.01,3.0,3.0,18.7,6.4,24.7,3.4,43.97
540,5196,0.029,8.632244065,0.451,594.68,60.66,250.2963359,2060.682791,80.05,0.0,9.0,0.0,9.1,11.1,13.1,5.3,30.83
541,5432,0.041,8.252005127,0.007,273.1,22.49,469.8493347,552.7973118,5.25,0.0,6.0,10.0,7.2,3.0,14.7,12.7,136.16
542,11847,0.043,8.627828067,0.049,429.88,24.84,284.2599945,936.192808,15.3,0.0,10.0,0.0,7.6,3.4,24.1,6.1,79.5
543,5439,0.036,9.96826702,0.195,394.03,55.07,591.2253418,857.4311617,15.0,0.0,0.0,0.0,19.2,6.5,20.5,2.5,48.15
544,8818,0.044,8.529404541,0.059,556.25,5.15,245.4513321,654.303738,26.4,0.15,5.0,0.0,3.7,3.2,12.7,5.9,57.94
545,5140,0.028,8.601749206,0.957,257.97,41.12,568.3756612,561.3174239,9.55,0.88,0.0,0.0,15.9,28.3,59.1,11.2,45.63
546,2836,0.036,8.671626074,0.532,203.34,39.49,127.8153305,2556.398798,35.4,0.01,0.0,1.0,8.5,9.0,8.9,4.2,42.72
547,3299,0.04,8.607026556,0.303,307.71,20.4,834.9453126,1192.209467,0.3,0.025,0.0,7.5,18.2,4.1,17.3,4.8,135.71
548,2467,0.04,9.07822618,0.218,289.69,82.24,74.47119903,712.9790674,3.2,0.0,1.0,0.0,45.1,17.0,23.0,7.2,71.58
549,4164,0.028,8.6036625,0.304,257.97,59.97,559.151001,860.2503217,15.2,0.895,0.0,0.0,6.1,10.8,31.0,8.4,46.9
550,5017,0.03,8.498850928,0.278,547.48,57.36,276.4539998,1411.144247,60.1,0.0,1.0,0.0,8.1,19.5,24.1,5.4,42.33
551,7250,0.031,8.935482051,0.27,108.41,55.22,1269.601664,2030.67077,0.0,0.0,2.0,0.0,9.5,3.3,30.2,7.1,57.73
553,4130,0.034,8.931485358,0.073,681.32,21.73,1016.839661,518.1402508,0.2,0.0,9.0,0.0,3.3,3.9,24.7,9.6,82.79
554,8828,0.04,8.60691594,0.161,388.5,41.78,63.14633303,1364.522404,17.0,0.0,0.0,0.0,24.5,16.5,30.4,10.5,32.48
555,2061,0.035,8.865120782,0.163,168.66,74.34,14036.43669,109.5397202,14.45,0.175,9.0,0.0,3.6,1.8,24.1,15.5,58.45
556,4357,0.037,8.541206682,0.41,427.0,49.07,184.3951035,2344.5212,54.3,12.335,3.0,2.5,15.1,5.9,15.5,5.7,22.69
558,4354,0.029,8.560288525,0.333,295.43,60.17,267.0849965,1409.395375,85.8,0.0,10.0,3.0,12.4,12.5,17.4,3.8,46.72
559,6244,0.03,8.718818466,0.076,108.41,25.74,611.7969971,311.6171776,27.75,0.0,10.0,12.0,14.8,21.0,12.7,4.2,52.56
560,5208,0.037,8.844566611,0.089,252.41,58.82,954.0980225,924.1719974,9.8,0.035,1.0,0.0,21.4,12.6,26.8,7.5,35.91
561,7748,0.036,8.663928266,0.081,203.34,61.2,121.4960022,1381.713784,45.2,0.0,0.0,0.0,12.6,13.6,12.5,1.8,50.12
563,2660,0.037,8.117633134,0.033,412.6,22.74,218.1940053,885.6964105,18.55,0.0,1.0,0.2,8.4,5.3,17.2,6.5,58.88
565,7623,0.032,7.180067186,0.09,585.21,44.38,0.0054103,752.7713217,38.35,0.01,5.0,0.25,22.8,8.3,25.4,7.3,44.35
568,4002,0.028,8.660772738,0.817,257.97,64.69,598.0920003,650.0025737,9.35,0.71,10.0,0.0,8.6,8.9,25.7,6.3,37.88
569,5443,0.038,8.378213453,0.353,255.8,24.24,121.0,1175.975147,33.25,0.785,0.0,1.0,10.6,14.1,8.2,2.7,29.3
570,12180,0.028,8.536436737,2.646,257.97,7.3,572.5986532,1644.995655,44.5,13.495,16.0,5.0,4.4,9.3,16.6,2.9,25.08
571,5591,0.029,8.534163208,0.3,578.65,43.09,270.9593404,1200.066868,0.6,0.0,0.0,0.5,12.7,16.0,30.4,6.3,50.94
572,3642,0.028,8.601749206,1.303,257.97,46.63,552.2323303,850.8210198,23.6,0.75,0.0,0.0,6.8,5.2,22.9,2.8,67.28
573,2940,0.029,8.554862234,0.134,194.45,43.11,1039.004313,4180.400629,3.25,0.05,10.0,0.0,14.3,14.9,54.9,4.8,23.06
574,11414,0.038,8.43286831,0.428,255.58,18.64,122.8246002,1551.004518,154.7,2.21,3.0,0.0,13.4,17.1,14.1,2.6,26.38
575,5746,0.04,8.182767947,0.247,409.31,52.3,37.99213283,1010.408703,1.5,3.5,3.0,0.0,13.2,12.4,25.2,2.9,43.65
576,5422,0.028,8.658578026,0.152,257.97,51.55,660.3846639,810.681871,2.2,0.0,10.0,0.0,14.1,23.0,30.7,5.9,30.08
577,4510,0.028,8.570159658,0.311,257.97,72.7,354.1896617,2011.921944,2.0,0.025,0.0,0.0,13.6,10.2,32.2,8.7,26.16
578,7282,0.034,8.183735022,0.413,425.66,43.89,94.8091329,1205.72618,24.6,0.0,4.0,0.0,12.7,15.6,30.3,2.9,18.92
579,3171,0.029,8.796773017,0.293,391.89,57.94,253.3596598,1645.314321,33.35,0.0,9.0,5.0,9.1,6.8,14.6,7.2,22.35
580,1504,0.042,7.169968897,0.045,832.07,40.02,23.0504996,1249.530886,3.0,0.0,6.0,5.5,24.0,13.2,19.0,5.1,29.98
581,2537,0.029,9.047115485,0.358,108.41,69.36,1342.225667,691.4273081,33.15,0.5,12.0,0.0,5.3,9.6,15.0,5.3,29.24
582,3046,0.037,8.598181894,0.363,203.34,55.47,156.6553345,1236.084885,4.4,0.475,0.0,0.0,7.4,11.6,16.1,3.4,50.12
583,5148,0.037,8.575522151,0.258,203.34,60.96,129.9493358,829.1831081,24.0,0.0,0.0,0.0,10.2,11.5,14.4,3.5,50.12
584,6273,0.04,8.714887456,0.167,377.13,44.98,67.16876603,1409.706819,3.0,0.0,0.0,0.0,34.4,28.9,27.3,3.6,46.03
585,1923,0.038,8.325399743,0.187,255.8,8.78,117.4170685,775.0837799,20.25,0.455,0.0,0.0,12.5,22.7,14.4,6.1,29.3
587,6883,0.031,8.487159226,0.053,346.5,28.03,200.66067,5413.263544,57.0,0.7,10.0,2.0,4.7,4.8,11.3,6.4,41.21
588,2812,0.028,8.446224389,0.138,389.25,59.29,291.2873332,1202.981254,8.9,0.1,1.0,11.0,12.3,10.8,14.1,2.6,56.8
589,4751,0.044,8.357888249,0.058,463.43,32.2,105.1773325,528.5767833,25.3,10.425,2.0,0.0,8.2,8.8,12.9,2.8,31.1
590,4083,0.028,8.515783063,0.131,345.27,76.1,343.3330028,1502.089527,18.2,0.0,2.0,0.0,12.8,9.2,15.8,6.1,42.42
591,5013,0.031,8.028296745,0.241,400.53,75.82,86.32760113,1280.069918,7.1,0.0,0.0,0.2,26.3,21.0,44.4,3.8,42.68
593,7776,0.034,8.52070489,0.266,185.81,65.25,518.387675,818.3777642,19.95,0.035,1.0,0.0,10.9,10.2,21.0,4.2,58.79
594,3797,0.028,8.570159658,0.312,257.97,75.25,357.274999,2024.017541,4.0,0.05,2.0,0.0,3.4,12.8,43.2,8.9,38.07
595,5244,0.04,6.241075385,0.292,362.25,31.36,4.307133367,672.8885824,2.0,0.025,2.0,3.0,10.8,5.8,16.7,2.5,59.06
596,4863,0.034,8.31767473,0.285,426.1,36.13,90.03329977,2054.520003,114.35,0.06,5.0,0.0,8.5,12.3,16.0,4.4,19.77
597,7583,0.028,8.573752033,0.582,269.62,78.02,340.8893331,1363.088794,2.2,0.025,0.0,0.2,24.5,22.4,30.9,5.7,46.58
598,6222,0.029,8.502328672,0.152,307.17,72.17,315.8439992,803.1804248,32.3,0.0,2.0,0.0,11.8,13.0,11.6,4.6,56.1
599,6344,0.04,8.787448701,0.137,289.69,72.0,75.37106833,1223.315862,2.3,0.0,1.0,0.0,28.4,17.0,36.5,4.0,58.38
600,3850,0.028,8.714174551,4.752,487.52,31.5,693.6606649,651.3121091,21.3,0.05,11.0,0.0,14.9,23.0,39.5,3.4,31.18
601,10288,0.038,8.562807426,0.386,489.07,8.91,176.3299026,2230.972441,52.45,2.135,4.0,3.5,1.3,10.2,7.3,2.8,21.85
603,5646,0.03,8.381069238,0.109,194.45,57.39,494.0223287,2143.575568,40.0,0.65,11.0,0.1,11.6,8.9,23.3,2.8,28.01
604,6042,0.035,9.256309769,0.144,530.76,45.28,800.9879861,1183.92624,20.25,0.375,2.0,1.2,7.2,1.5,18.3,6.5,42.13
605,3051,0.041,8.476881511,0.079,285.98,44.51,504.9193217,887.4409619,5.0,0.11,0.0,0.0,16.9,1.5,22.3,2.2,136.39
606,3941,0.036,8.281128046,0.357,387.25,67.62,110.2713979,1585.462715,65.25,0.5,0.0,0.0,18.7,15.5,22.9,4.3,22.16
607,1638,0.028,9.369731128,0.383,108.41,70.74,874.3380331,1164.215181,31.75,0.025,0.0,0.0,2.8,1.1,17.5,7.4,101.53
608,4757,0.034,8.705280393,0.098,191.68,57.71,486.1036682,673.3496216,10.0,0.01,1.0,0.0,11.9,6.6,26.5,3.6,79.01
609,3124,0.036,8.320659511,0.234,387.25,75.23,120.4705658,3292.288148,33.25,0.33,1.0,0.0,15.8,7.4,19.3,6.2,32.86
610,7431,0.038,8.730505494,0.139,289.69,21.28,119.0954971,1165.024837,12.5,6.81,3.0,11.5,8.7,20.2,18.5,4.3,24.14
611,5190,0.027,9.438123171,0.157,108.41,59.41,578.4733378,672.0906361,237.8,0.135,11.0,0.0,7.1,4.5,17.2,3.2,64.7
612,7663,0.037,8.256708535,0.133,428.22,47.2,144.5196686,1234.328521,20.05,0.16,2.0,0.0,9.7,10.1,15.1,6.3,26.51
613,3708,0.029,8.967899998,0.207,108.41,73.43,600.8670044,973.8053346,17.1,0.0,0.0,0.0,6.2,7.0,19.6,5.0,84.43
614,5935,0.037,8.258559985,0.296,428.22,56.0,139.3523356,1767.581773,38.8,0.0,2.0,0.0,10.2,11.7,10.3,3.9,26.51
615,3771,0.029,8.630155284,0.123,257.97,65.7,652.1116638,403.9225,25.5,0.0,10.0,0.0,8.1,7.5,19.5,3.2,30.08
616,6264,0.033,7.795710431,0.1,492.48,64.73,304.9139913,640.4177745,15.0,0.0,3.0,0.0,33.2,13.0,37.7,1.8,29.88
617,3459,0.028,8.660772738,0.761,257.97,57.34,623.3349915,648.1774393,15.95,0.85,10.0,0.0,9.3,12.7,17.5,5.9,23.63
618,5257,0.041,8.094779108,0.617,409.31,26.52,34.33386677,1680.721491,1.5,16.3,3.0,0.0,10.2,14.1,11.1,6.2,33.41
619,7294,0.043,8.718190835,0.124,476.72,16.36,237.1983388,867.6711405,11.75,0.01,10.0,0.0,8.4,0.8,13.8,12.8,57.94
620,9571,0.037,8.372198355,0.277,427.08,21.53,281.7916107,2116.898312,51.15,6.945,4.0,2.5,4.9,6.0,13.2,3.5,25.71
